locationid,day_of_week,hour,norm_value
90,0,17,0.4564748923235864
90,0,18,0.4444439001487516
90,0,19,0.3340980535476849
90,0,20,0.28029574923116296
90,0,21,0.24606320301563533
90,0,22,0.19078857832706309
90,0,23,0.12367499843812783
90,1,0,0.06844006014958545
90,1,1,0.03417540860984831
90,1,2,0.018558530620266602
90,1,3,0.011336194095141338
90,1,4,0.015849294522446055
90,1,5,0.04249266918781488
90,1,6,0.08457771800035592
90,1,7,0.1719953678619597
90,1,8,0.35052776811449476
90,1,9,0.33318738890433
90,1,10,0.23463320776413313
90,1,11,0.22196378725475951
90,1,12,0.24020221298248753
90,1,13,0.24644639282222158
90,1,14,0.27884963735244706
90,1,15,0.33965154413433857
90,1,16,0.38992794643167494
90,1,17,0.5356932712745144
90,1,18,0.5323347299414253
90,1,19,0.3835734218682356
90,1,20,0.3280065911933002
90,1,21,0.2964443660991752
90,1,22,0.24129557893727094
90,1,23,0.15316662880457296
90,2,0,0.08401561511747889
90,2,1,0.043621320745965114
90,2,2,0.0246121203733569
90,2,3,0.01532998427651363
90,2,4,0.021338810798344855
90,2,5,0.04116149420436558
90,2,6,0.08530478140897368
90,2,7,0.16719613040913361
90,2,8,0.343249205229189
90,2,9,0.3183116334242084
90,2,10,0.2350183563412898
90,2,11,0.22927962188734563
90,2,12,0.25391414358626285
90,2,13,0.2599409654620136
90,2,14,0.29169829548404624
90,2,15,0.3426981686016602
90,2,16,0.38965045020331507
90,2,17,0.5267446949735916
90,2,18,0.5168445369671233
90,2,19,0.39542997295730437
90,2,20,0.3377249462001624
90,2,21,0.30881341934846385
90,2,22,0.26069432562555944
90,2,23,0.17313820954186174
90,3,0,0.09956304197089665
90,3,1,0.05317118697256933
90,3,2,0.030799270965717274
90,3,3,0.01761294988966785
90,3,4,0.017836052880940464
90,3,5,0.04012539906050183
90,3,6,0.07896500576291084
90,3,7,0.15799841400536388
90,3,8,0.3199108506381929
90,3,9,0.3187994392270374
90,3,10,0.2413112283421067
90,3,11,0.23006020827737694
90,3,12,0.25258981883599285
90,3,13,0.2552714684289809
90,3,14,0.28168316821664663
90,3,15,0.3467611139057678
90,3,16,0.390573091035938
90,3,17,0.5067032024393687
90,3,18,0.5159389796310678
90,3,19,0.40618509932152214
90,3,20,0.3493441981034387
90,3,21,0.3166382507504594
90,3,22,0.28357924770224907
90,3,23,0.22518490058535282
90,4,0,0.14949024370230096
90,4,1,0.08890701003094316
90,4,2,0.051910373819364204
90,4,3,0.028698082012091296
90,4,4,0.025541273095869368
90,4,5,0.03740469070199785
90,4,6,0.07097073874420882
90,4,7,0.13642181118934443
90,4,8,0.24848519627162757
90,4,9,0.26091848869883677
90,4,10,0.23467330001242037
90,4,11,0.23788680386939803
90,4,12,0.26385889190038847
90,4,13,0.27266777856092694
90,4,14,0.3094278260219269
90,4,15,0.37501951066563977
90,4,16,0.40477133064438586
90,4,17,0.46535524110259613
90,4,18,0.4577578943874657
90,4,19,0.40335406767321474
90,4,20,0.34146146239573677
90,4,21,0.3040486471706249
90,4,22,0.30854461489296797
90,4,23,0.2943633372311597
90,5,0,0.25083961490182105
90,5,1,0.20289076674051673
90,5,2,0.1515825745309341
90,5,3,0.09422629159322933
90,5,4,0.05242278170365644
90,5,5,0.026417255120992685
90,5,6,0.036856574611151174
90,5,7,0.05855223069116333
90,5,8,0.12113297819549172
90,5,9,0.18555369952282996
90,5,10,0.24744895934355685
90,5,11,0.28107544285660846
90,5,12,0.31012536233904736
90,5,13,0.3304089054753208
90,5,14,0.3373305923422934
90,5,15,0.36122481335946344
90,5,16,0.3764516280050499
90,5,17,0.38633314843798666
90,5,18,0.3929611311471807
90,5,19,0.37366821801616135
90,5,20,0.32143276995014064
90,5,21,0.2942613341417526
90,5,22,0.3049065165602416
90,5,23,0.29992387064490883
90,6,0,0.2615684933424462
90,6,1,0.21358926356099267
90,6,2,0.14931805822306116
90,6,3,0.09952597446879186
90,6,4,0.05704220048701393
90,6,5,0.029432537365204847
90,6,6,0.029713842932217484
90,6,7,0.046870710351475296
90,6,8,0.09639681118802425
90,6,9,0.14866273637388994
90,6,10,0.20735323341780526
90,6,11,0.2424406329123687
90,6,12,0.2675074224895556
90,6,13,0.28804061873319486
90,6,14,0.2953761800912112
90,6,15,0.3010846155379162
90,6,16,0.31142352395789447
90,6,17,0.30977502939776136
90,6,18,0.29139598127009475
90,6,19,0.2511786095379953
90,6,20,0.21530741948083845
90,6,21,0.19467500133582955
90,6,22,0.17090196735229735
90,6,23,0.12051899680871343
100,0,0,0.09993250068738183
100,0,1,0.044346708846926305
100,0,2,0.023497607389197164
100,0,3,0.01550026273513012
100,0,4,0.024887264339353503
100,0,5,0.1158300564805472
100,0,6,0.2863130764475046
100,0,7,0.42474314436477695
100,0,8,0.546304934325844
100,0,9,0.5546658518002995
100,0,10,0.39686323447043775
100,0,11,0.34894903988051273
100,0,12,0.352476064991391
100,0,13,0.3760627841853504
100,0,14,0.4216372513170971
100,0,15,0.46772397067650917
100,0,16,0.5274128304223061
100,0,17,0.561496616660571
100,0,18,0.5335312050840412
100,0,19,0.4185599822571182
100,0,20,0.32194286762445695
100,0,21,0.3030934889896446
100,0,22,0.2608941317748611
100,0,23,0.16368862851834876
100,1,0,0.09802684859213992
100,1,1,0.04070393954676905
100,1,2,0.021086901487245655
100,1,3,0.013639392907665474
100,1,4,0.025265177713062276
100,1,5,0.1283935846151402
100,1,6,0.32617038443646873
100,1,7,0.48464533037139074
100,1,8,0.6384465122749985
100,1,9,0.6475405698725394
100,1,10,0.4553491271004757
100,1,11,0.38102982559453796
100,1,12,0.3831613709472039
100,1,13,0.40869077206886245
100,1,14,0.46281477502804524
100,1,15,0.508977443234576
100,1,16,0.5579926375472728
100,1,17,0.6000606218078388
100,1,18,0.5807422238163661
100,1,19,0.47681323443237517
100,1,20,0.3655114134538584
100,1,21,0.41686946073664544
100,1,22,0.341254645114921
100,1,23,0.19974993243522418
100,2,0,0.12047903974265771
100,2,1,0.052602540695108196
100,2,2,0.029183687300156125
100,2,3,0.016979970176442635
100,2,4,0.02587375805832885
100,2,5,0.1273622851984364
100,2,6,0.3222598732770324
100,2,7,0.47471390720556256
100,2,8,0.6333078668873925
100,2,9,0.6368417121218098
100,2,10,0.4605765290183809
100,2,11,0.38839746803162456
100,2,12,0.3930916493623225
100,2,13,0.4217941527606069
100,2,14,0.46058416339840064
100,2,15,0.513370667962925
100,2,16,0.5514237603645227
100,2,17,0.5938800862687518
100,2,18,0.5676189441133896
100,2,19,0.48507017799639557
100,2,20,0.37858656822414155
100,2,21,0.39017299256080346
100,2,22,0.3682749945681583
100,2,23,0.20908269471450747
100,3,0,0.12326443069718244
100,3,1,0.05353844555086392
100,3,2,0.028365181313406963
100,3,3,0.018400173828164414
100,3,4,0.027471778411670447
100,3,5,0.12287366978548456
100,3,6,0.30750262860494926
100,3,7,0.45979193684663094
100,3,8,0.6001844805201234
100,3,9,0.6155585169030567
100,3,10,0.4540779423216182
100,3,11,0.3924098377716958
100,3,12,0.39703974701451994
100,3,13,0.41949012076961567
100,3,14,0.46907470734923273
100,3,15,0.5163061069731937
100,3,16,0.5538253918090387
100,3,17,0.5934133494406518
100,3,18,0.5750314899952335
100,3,19,0.49237283764615086
100,3,20,0.3918130328711857
100,3,21,0.42705853673812777
100,3,22,0.37237509944012687
100,3,23,0.22759082126953817
100,4,0,0.14641797308982926
100,4,1,0.06557424762791701
100,4,2,0.03560923815104535
100,4,3,0.022651404098243816
100,4,4,0.02818242463537537
100,4,5,0.11688064574171167
100,4,6,0.2717536807822196
100,4,7,0.4105567829859716
100,4,8,0.5089254892248464
100,4,9,0.49261209112909704
100,4,10,0.397439828743538
100,4,11,0.37839824693001506
100,4,12,0.39572143663075915
100,4,13,0.43031758434811956
100,4,14,0.482465439334277
100,4,15,0.5321928532641392
100,4,16,0.55353966059418
100,4,17,0.5586924950189888
100,4,18,0.5471387520981933
100,4,19,0.48716136036935803
100,4,20,0.3924594834524349
100,4,21,0.42266962360516175
100,4,22,0.42495703492301373
100,4,23,0.3046953321699577
100,5,0,0.20752067822291173
100,5,1,0.11499225475680513
100,5,2,0.06970204565058111
100,5,3,0.04358748336069692
100,5,4,0.03541976058516187
100,5,5,0.03964199092303759
100,5,6,0.08522853946111489
100,5,7,0.12662855430588704
100,5,8,0.19030803710315233
100,5,9,0.27839371914814526
100,5,10,0.3413705049962331
100,5,11,0.3778209654835289
100,5,12,0.4009195849180677
100,5,13,0.439834492584334
100,5,14,0.4414398286745615
100,5,15,0.4641620723178211
100,5,16,0.5101327844170821
100,5,17,0.5036135209923995
100,5,18,0.4872036801837331
100,5,19,0.4479068541370199
100,5,20,0.38164478124515255
100,5,21,0.3619869982664573
100,5,22,0.4279123603493064
100,5,23,0.33435397631330416
100,6,0,0.2119548884822855
100,6,1,0.12296776931770324
100,6,2,0.07244716110085637
100,6,3,0.04771256785579
100,6,4,0.03794045031683096
100,6,5,0.034186263851370545
100,6,6,0.06281067430307731
100,6,7,0.09594629492768215
100,6,8,0.15213685198940743
100,6,9,0.22947245171076427
100,6,10,0.29196721199694
100,6,11,0.32964080269117607
100,6,12,0.3485833110961567
100,6,13,0.36435861562620947
100,6,14,0.3752270270510802
100,6,15,0.3943926258604858
100,6,16,0.41876439548163885
100,6,17,0.4406619175569611
100,6,18,0.40817279007563173
100,6,19,0.33548301115528123
100,6,20,0.29518676469619354
100,6,21,0.2788796090361289
100,6,22,0.25022931822588196
100,6,23,0.16387608044941193
107,0,0,0.06957338187969198
107,0,1,0.035463472108929896
107,0,2,0.019444074712839553
107,0,3,0.011552838381254791
107,0,4,0.01124280996461443
107,0,5,0.02760125882287706
107,0,6,0.07295032275662222
107,0,7,0.13996871322115975
107,0,8,0.264456905138409
107,0,9,0.2515520674067011
107,0,10,0.18692431886730573
107,0,11,0.1733256780230096
107,0,12,0.19269860239142397
107,0,13,0.18973632121888234
107,0,14,0.19724023777820482
107,0,15,0.22724454513886125
107,0,16,0.2513406048644862
107,0,17,0.3403197882457972
107,0,18,0.35146447544509923
107,0,19,0.2910418841607537
107,0,20,0.24940660433892403
107,0,21,0.22607903373323782
107,0,22,0.18811400810478682
107,0,23,0.12214853651203911
107,1,0,0.07083977068845207
107,1,1,0.03401032936162082
107,1,2,0.018412682627352538
107,1,3,0.010294565408314225
107,1,4,0.012642294676670782
107,1,5,0.03362552631301205
107,1,6,0.08897437427369156
107,1,7,0.1704678681954784
107,1,8,0.30923198152082
107,1,9,0.3028544413957028
107,1,10,0.21319505462318308
107,1,11,0.1880443994090172
107,1,12,0.21346104587955061
107,1,13,0.2025875858380898
107,1,14,0.21856632331302625
107,1,15,0.2479756925078919
107,1,16,0.2756691224690564
107,1,17,0.39537691279934833
107,1,18,0.41652717477630496
107,1,19,0.34294107930350787
107,1,20,0.29829007684054326
107,1,21,0.2802617003305851
107,1,22,0.24504731277226702
107,1,23,0.15351471568718922
107,2,0,0.08794701532916445
107,2,1,0.04647085117840533
107,2,2,0.026813645544535098
107,2,3,0.015302851802990583
107,2,4,0.014389424850774848
107,2,5,0.032969809648604985
107,2,6,0.09686281138701476
107,2,7,0.16516551696774415
107,2,8,0.3147608693593392
107,2,9,0.29965918871710745
107,2,10,0.21914856084653042
107,2,11,0.19677334416198114
107,2,12,0.2172307800307428
107,2,13,0.21037223370950262
107,2,14,0.22301641264904823
107,2,15,0.2521749799625548
107,2,16,0.28299891404400596
107,2,17,0.39670031148821233
107,2,18,0.40908036686872357
107,2,19,0.35193867911547666
107,2,20,0.3105617474697194
107,2,21,0.2934768660497852
107,2,22,0.26593131460167196
107,2,23,0.1775161909101706
107,3,0,0.10176396348917024
107,3,1,0.05479307914395413
107,3,2,0.03269025631586267
107,3,3,0.017904437443595534
107,3,4,0.015653795917550596
107,3,5,0.0312697983275317
107,3,6,0.08275287761458225
107,3,7,0.15686753702251563
107,3,8,0.2923144959245117
107,3,9,0.2828992180801602
107,3,10,0.21592073509351398
107,3,11,0.1894155964562377
107,3,12,0.21471197343228446
107,3,13,0.20937903357337947
107,3,14,0.2230456528821301
107,3,15,0.254584421514104
107,3,16,0.2795255707292168
107,3,17,0.3850383913791339
107,3,18,0.40646059669110357
107,3,19,0.35955594225402915
107,3,20,0.31964621967424994
107,3,21,0.29806506125168275
107,3,22,0.28771149975094373
107,3,23,0.21887413750270912
107,4,0,0.14424510531139523
107,4,1,0.08472585915727227
107,4,2,0.04940765663395516
107,4,3,0.026737625373325694
107,4,4,0.018906971982513267
107,4,5,0.03141990899380657
107,4,6,0.07762381858483698
107,4,7,0.14186656033393322
107,4,8,0.24328766830428145
107,4,9,0.22690496410568725
107,4,10,0.19441181561075668
107,4,11,0.18946681417216646
107,4,12,0.20849049063191408
107,4,13,0.21907665169984364
107,4,14,0.23296137345838
107,4,15,0.2583733430115912
107,4,16,0.2792005556491246
107,4,17,0.34633579447978935
107,4,18,0.37434793327012744
107,4,19,0.3631966735230468
107,4,20,0.3207060757688618
107,4,21,0.289798002872297
107,4,22,0.31163164697432955
107,4,23,0.2870875445702496
107,5,0,0.24969436907126888
107,5,1,0.2207042465121274
107,5,2,0.169302930515861
107,5,3,0.10330198241958263
107,5,4,0.05319357070196978
107,5,5,0.02535273846497783
107,5,6,0.03867306416707212
107,5,7,0.053554762432596596
107,5,8,0.08647458809924755
107,5,9,0.1323848380248577
107,5,10,0.18013799590206303
107,5,11,0.21212536567429918
107,5,12,0.2455141913738202
107,5,13,0.256454484249828
107,5,14,0.2599352707726854
107,5,15,0.26780278406612984
107,5,16,0.28366921617511553
107,5,17,0.3066416911345532
107,5,18,0.33275855273607374
107,5,19,0.3419276422944512
107,5,20,0.32012771313482036
107,5,21,0.3005222391736497
107,5,22,0.3158850412591855
107,5,23,0.29974509000222793
107,6,0,0.2623776818628588
107,6,1,0.22838339423146667
107,6,2,0.16556301167000795
107,6,3,0.10877230576068646
107,6,4,0.05705785482953786
107,6,5,0.02504527298207116
107,6,6,0.03187907764416058
107,6,7,0.04364031786032394
107,6,8,0.06396648462711961
107,6,9,0.0983382224495018
107,6,10,0.1556111323019556
107,6,11,0.18938466298873072
107,6,12,0.2131002313979624
107,6,13,0.22270107348953555
107,6,14,0.2242159843694583
107,6,15,0.2269397739536272
107,6,16,0.2454539740101961
107,6,17,0.26461627394358417
107,6,18,0.2724224289838846
107,6,19,0.25107228599569986
107,6,20,0.21638464087535164
107,6,21,0.1948203333857935
107,6,22,0.1672549098269506
107,6,23,0.11614844985332484
113,0,0,0.046643905665140116
113,0,1,0.02296531225009863
113,0,2,0.01260687450931588
113,0,3,0.006920628818050739
113,0,4,0.01252011823153899
113,0,5,0.02617617312446221
113,0,6,0.06641256097421572
113,0,7,0.15787840966470798
113,0,8,0.26683021424866515
113,0,9,0.28372682664190385
113,0,10,0.21906194901992948
113,0,11,0.20500578366033723
113,0,12,0.22746501750500714
113,0,13,0.23406911492574503
113,0,14,0.24569956882433555
113,0,15,0.294553429960927
113,0,16,0.3168012009074735
113,0,17,0.3873857645184619
113,0,18,0.4029487543341882
113,0,19,0.3089557155886271
113,0,20,0.23936600361188223
113,0,21,0.196290137998208
113,0,22,0.14423839494425092
113,0,23,0.0844890393985675
113,1,0,0.04784463910125946
113,1,1,0.023696937700821194
113,1,2,0.01226940355369326
113,1,3,0.006425485231225681
113,1,4,0.018065843314068356
113,1,5,0.03078404618173857
113,1,6,0.08591795138118595
113,1,7,0.18484291946313172
113,1,8,0.33372206524084363
113,1,9,0.347540339715553
113,1,10,0.2528495716482272
113,1,11,0.22883433942738432
113,1,12,0.26052828236860553
113,1,13,0.2610720115454981
113,1,14,0.2653580187508591
113,1,15,0.3196071599143969
113,1,16,0.3461661470634919
113,1,17,0.44229646971633463
113,1,18,0.46576609046333234
113,1,19,0.3654917495969925
113,1,20,0.27957398978149156
113,1,21,0.23821162084306483
113,1,22,0.18144199015886367
113,1,23,0.10736666214818245
113,2,0,0.05817773616123051
113,2,1,0.03072240590852673
113,2,2,0.015634219893156245
113,2,3,0.009028516827610186
113,2,4,0.02021613019784712
113,2,5,0.03097990413583665
113,2,6,0.08035064107029945
113,2,7,0.1826665999551616
113,2,8,0.331058558328278
113,2,9,0.3473448769943991
113,2,10,0.25844007604496455
113,2,11,0.2390495701958701
113,2,12,0.2688108966653755
113,2,13,0.2682905527194601
113,2,14,0.2741370137018137
113,2,15,0.321099921692344
113,2,16,0.3490976831544114
113,2,17,0.4372143623920461
113,2,18,0.4582430067166963
113,2,19,0.3695692023497657
113,2,20,0.28632647205665956
113,2,21,0.2416861329186166
113,2,22,0.19792144460978855
113,2,23,0.12501020733356288
113,3,0,0.06989147613006891
113,3,1,0.037920328050388225
113,3,2,0.01993331093958538
113,3,3,0.01151848697720705
113,3,4,0.01655709538668567
113,3,5,0.027983705114671714
113,3,6,0.0741850790140596
113,3,7,0.16618397766055143
113,3,8,0.31123841357628695
113,3,9,0.33633297639323373
113,3,10,0.25805256893776424
113,3,11,0.23661249664669737
113,3,12,0.26777467888429146
113,3,13,0.26304231929914323
113,3,14,0.27041991214110533
113,3,15,0.32033187865382196
113,3,16,0.34741388780822774
113,3,17,0.42088446065878615
113,3,18,0.4517401764089035
113,3,19,0.3735119595587742
113,3,20,0.30181775974709474
113,3,21,0.25267348725845895
113,3,22,0.21357065740055067
113,3,23,0.15270379178204344
113,4,0,0.0977589427470771
113,4,1,0.05874660710420625
113,4,2,0.033920886437396734
113,4,3,0.017819293813892058
113,4,4,0.0188573666395443
113,4,5,0.028868069165490153
113,4,6,0.06853124459709292
113,4,7,0.143588917525449
113,4,8,0.24865519738645672
113,4,9,0.2818460711506158
113,4,10,0.2363031404039407
113,4,11,0.2438810315395537
113,4,12,0.27573017904499025
113,4,13,0.28286475219008267
113,4,14,0.2954228279364431
113,4,15,0.3275316650109567
113,4,16,0.35177761454137674
113,4,17,0.40298840382366
113,4,18,0.41925407038163226
113,4,19,0.37544130093732336
113,4,20,0.315251795794086
113,4,21,0.2610681639453532
113,4,22,0.23795183498145528
113,4,23,0.21611410247941104
113,5,0,0.1740357908079295
113,5,1,0.13553311337510027
113,5,2,0.09601799838634001
113,5,3,0.057413672052242674
113,5,4,0.03193354088967757
113,5,5,0.018723407809210255
113,5,6,0.032666026819502654
113,5,7,0.056970541770518635
113,5,8,0.11124862195269122
113,5,9,0.18228235810633162
113,5,10,0.2359268947383833
113,5,11,0.2694955414826558
113,5,12,0.3117363177161132
113,5,13,0.3159388422923406
113,5,14,0.31966545118914746
113,5,15,0.3291843027436025
113,5,16,0.33288990254499945
113,5,17,0.33638938471960717
113,5,18,0.35522101417081403
113,5,19,0.33462143766338903
113,5,20,0.28784450754160523
113,5,21,0.24812168802886939
113,5,22,0.23362067845181456
113,5,23,0.21443434197145594
113,6,0,0.17400809565780875
113,6,1,0.14046705086562702
113,6,2,0.09455026413947175
113,6,3,0.06017181062424959
113,6,4,0.03502831689631611
113,6,5,0.019102907927105856
113,6,6,0.028127847151435452
113,6,7,0.04206401369370584
113,6,8,0.07452543969443294
113,6,9,0.12289584990639262
113,6,10,0.18556427708691797
113,6,11,0.22743016953709247
113,6,12,0.25432543221366516
113,6,13,0.2672958973759095
113,6,14,0.274665325379103
113,6,15,0.27848435199254457
113,6,16,0.2862522886655022
113,6,17,0.2926118270158505
113,6,18,0.28769529349208506
113,6,19,0.2397441700189204
113,6,20,0.18502194668632677
113,6,21,0.15730740701048423
113,6,22,0.12452586402178827
113,6,23,0.0804356410370081
114,0,0,0.04092360801149846
114,0,1,0.019410390830162536
114,0,2,0.010521488801585844
114,0,3,0.0055209837991974505
114,0,4,0.005296922927526148
114,0,5,0.0243451140290225
114,0,6,0.05000589091703619
114,0,7,0.0874021304487173
114,0,8,0.1541918957864388
114,0,9,0.17746099916807495
114,0,10,0.13315891163586305
114,0,11,0.13209034538797917
114,0,12,0.15101541888445932
114,0,13,0.15715303856146454
114,0,14,0.16226984092004357
114,0,15,0.18755410854726579
114,0,16,0.22114192867603116
114,0,17,0.295953941615127
114,0,18,0.33218026531887124
114,0,19,0.2801389307476773
114,0,20,0.19972227533638445
114,0,21,0.15569358246410117
114,0,22,0.11443906306970295
114,0,23,0.07030136676211027
114,1,0,0.03885945690414212
114,1,1,0.01788277946821941
114,1,2,0.009433567004945475
114,1,3,0.00547998687138549
114,1,4,0.006207776377092698
114,1,5,0.03344605335313574
114,1,6,0.07239333693430555
114,1,7,0.11382972242865566
114,1,8,0.1891882886266525
114,1,9,0.21731889082890488
114,1,10,0.16327147225869365
114,1,11,0.1536209892543127
114,1,12,0.16726139292824455
114,1,13,0.17301876657751344
114,1,14,0.17696212463349675
114,1,15,0.20501523450696515
114,1,16,0.24291286315405225
114,1,17,0.349554756657915
114,1,18,0.40675762410795524
114,1,19,0.33769859967905197
114,1,20,0.24190542790841452
114,1,21,0.19380773020493253
114,1,22,0.1458712479966303
114,1,23,0.08948964535690347
114,2,0,0.04858529455816136
114,2,1,0.024404428486165728
114,2,2,0.013508785631678587
114,2,3,0.00787536105480455
114,2,4,0.007450551006172603
114,2,5,0.030948071099316885
114,2,6,0.06706288955004737
114,2,7,0.11169206798775799
114,2,8,0.18602300406632924
114,2,9,0.2113387878003091
114,2,10,0.16543265337626148
114,2,11,0.15965044358731864
114,2,12,0.17691737844606234
114,2,13,0.18010551859895646
114,2,14,0.18518424349019877
114,2,15,0.208639722015891
114,2,16,0.24660717262167944
114,2,17,0.3528828258054379
114,2,18,0.40767432745797433
114,2,19,0.3523140175833699
114,2,20,0.2560221706352074
114,2,21,0.20219128473983872
114,2,22,0.1610008733528493
114,2,23,0.10862116350857834
114,3,0,0.06051779272792224
114,3,1,0.030644185053989574
114,3,2,0.017274787758416846
114,3,3,0.009409719969880765
114,3,4,0.007765039685739856
114,3,5,0.0301281827670782
114,3,6,0.06646711238914332
114,3,7,0.10854898558588522
114,3,8,0.18101793118187284
114,3,9,0.21064395203467673
114,3,10,0.16539958323254206
114,3,11,0.16023694539566147
114,3,12,0.18105170298922701
114,3,13,0.1834065255094007
114,3,14,0.18650780029187713
114,3,15,0.2141957080821569
114,3,16,0.24679202431563668
114,3,17,0.3498093028179873
114,3,18,0.4124225093497478
114,3,19,0.37887045800098473
114,3,20,0.30672275788631675
114,3,21,0.237638914242318
114,3,22,0.20166446388080483
114,3,23,0.1518582726423178
114,4,0,0.1008401973915487
114,4,1,0.060792556488622335
114,4,2,0.032377044875089855
114,4,3,0.016433028039976275
114,4,4,0.009428722970538692
114,4,5,0.027463603605494664
114,4,6,0.057634591144601836
114,4,7,0.09442074728184631
114,4,8,0.15778748892825334
114,4,9,0.173859788491397
114,4,10,0.16005128945521283
114,4,11,0.16757700191711414
114,4,12,0.19490607738533236
114,4,13,0.21482278327929868
114,4,14,0.20915016441237344
114,4,15,0.24065871898721788
114,4,16,0.2703423664282499
114,4,17,0.35189741655007456
114,4,18,0.3925836694717109
114,4,19,0.41009538307526894
114,4,20,0.36545449091862237
114,4,21,0.30002826485807516
114,4,22,0.2875011395718006
114,4,23,0.2916466067575454
114,5,0,0.23383328184255162
114,5,1,0.16687092057616812
114,5,2,0.11037796123967916
114,5,3,0.0543808795326193
114,5,4,0.025723882530313207
114,5,5,0.013842340178065687
114,5,6,0.017596017539822085
114,5,7,0.045809376257630985
114,5,8,0.09709243390232233
114,5,9,0.1282789419827606
114,5,10,0.16927362775960264
114,5,11,0.21464352985496454
114,5,12,0.2501784065188215
114,5,13,0.2756368339528946
114,5,14,0.28346219513059595
114,5,15,0.3034317653033501
114,5,16,0.31597114761942396
114,5,17,0.35962190823712037
114,5,18,0.3817395601161042
114,5,19,0.3995564705701387
114,5,20,0.3625629285997149
114,5,21,0.3137255196237752
114,5,22,0.2984207678660359
114,5,23,0.2943421986647459
114,6,0,0.2341510293667866
114,6,1,0.17397452757976933
114,6,2,0.1080613168274562
114,6,3,0.05719722898424563
114,6,4,0.02742191478102784
114,6,5,0.012677696305437858
114,6,6,0.018494772145401097
114,6,7,0.027920973266801683
114,6,8,0.06573877110492574
114,6,9,0.10602164840738802
114,6,10,0.14162600077400792
114,6,11,0.19067989905361082
114,6,12,0.21320759955945898
114,6,13,0.2288913943520516
114,6,14,0.22664155110975603
114,6,15,0.22403080436749068
114,6,16,0.23247201299058015
114,6,17,0.25403703556936813
114,6,18,0.2615421875447621
114,6,19,0.225026810782585
114,6,20,0.16921644321490717
114,6,21,0.13766635811094108
114,6,22,0.10967191223289446
114,6,23,0.07274823752061897
116,0,0,0.0735152520905665
116,0,1,0.04668460665652526
116,0,2,0.031979332704130274
116,0,3,0.022943549972792205
116,0,4,0.021147667710719447
116,0,5,0.030511686290994974
116,0,6,0.05519538087193252
116,0,7,0.11050039812929084
116,0,8,0.13712969162887093
116,0,9,0.11299696679000881
116,0,10,0.0910632728861603
116,0,11,0.08814540664313142
116,0,12,0.08919907768551694
116,0,13,0.09774141007013393
116,0,14,0.1086472501497369
116,0,15,0.12372232195574953
116,0,16,0.13660084305358292
116,0,17,0.1452188370859376
116,0,18,0.14030516049831346
116,0,19,0.12056354045671673
116,0,20,0.10221201660665218
116,0,21,0.09091532824451135
116,0,22,0.08659888397793432
116,0,23,0.07884476501910298
116,1,0,0.060363019584551286
116,1,1,0.035665243140831894
116,1,2,0.024180324601760457
116,1,3,0.016649296062091503
116,1,4,0.01748283331471963
116,1,5,0.029165339549208205
116,1,6,0.05917228290188348
116,1,7,0.12154197181317736
116,1,8,0.15791107920996736
116,1,9,0.12644573225212008
116,1,10,0.1018575965545285
116,1,11,0.0928636193218179
116,1,12,0.09392544890537753
116,1,13,0.10033413341988028
116,1,14,0.11243710976298761
116,1,15,0.1304891073255846
116,1,16,0.1467407744595305
116,1,17,0.1588760596609222
116,1,18,0.15596188478622092
116,1,19,0.12826361977691164
116,1,20,0.1100891816233685
116,1,21,0.09925019492483633
116,1,22,0.09363289819648409
116,1,23,0.08257597638028617
116,2,0,0.06557281659077109
116,2,1,0.03921573536957777
116,2,2,0.027474251891831784
116,2,3,0.02048963671273604
116,2,4,0.01968217197494577
116,2,5,0.02955248092479891
116,2,6,0.05860458974189506
116,2,7,0.12154876099628394
116,2,8,0.15614366099751242
116,2,9,0.1283028067062788
116,2,10,0.10210878501559004
116,2,11,0.09513726543610786
116,2,12,0.09763336021438652
116,2,13,0.10352061220740312
116,2,14,0.1140778502634166
116,2,15,0.13167733668908269
116,2,16,0.14614779479745582
116,2,17,0.16169939319140733
116,2,18,0.16184942873902353
116,2,19,0.1372128714753075
116,2,20,0.11564306370455214
116,2,21,0.10510774606158808
116,2,22,0.10015572533401836
116,2,23,0.09215585048080963
116,3,0,0.07282557952364123
116,3,1,0.04643346000479912
116,3,2,0.03172274467654462
116,3,3,0.022883303014121986
116,3,4,0.021321702475432774
116,3,5,0.030572666488072463
116,3,6,0.05660523592107799
116,3,7,0.11910364777944304
116,3,8,0.1518525793837181
116,3,9,0.1262393607504441
116,3,10,0.10467193072100255
116,3,11,0.0984835099648807
116,3,12,0.09782727907844913
116,3,13,0.10473230918598593
116,3,14,0.11705096818736807
116,3,15,0.1330756720779252
116,3,16,0.14784611308659992
116,3,17,0.16428878720806583
116,3,18,0.15618000770011642
116,3,19,0.1358895574319314
116,3,20,0.11927843258552673
116,3,21,0.10986405129262056
116,3,22,0.10653613139234408
116,3,23,0.09711429415571973
116,4,0,0.08206092622152293
116,4,1,0.053383710846670734
116,4,2,0.038023099614034585
116,4,3,0.027494182974350065
116,4,4,0.02405430556614961
116,4,5,0.030768272593522383
116,4,6,0.055179353618255676
116,4,7,0.11211817674263427
116,4,8,0.13735853221019392
116,4,9,0.11977622160358915
116,4,10,0.10226109132445536
116,4,11,0.10083482782281991
116,4,12,0.1053840540807495
116,4,13,0.11011552077452215
116,4,14,0.12530673427448763
