model,test_mae,r2_deviation,bias,fit_seconds,best_iteration,improvement_pct_vs_trust_norm
lightgbm,0.022037389667854117,0.380159489250143,0.01285204471753114,12.357895100023597,1000.0,19.602709789172525
random_forest,0.022500809362254785,0.3777392956828285,0.006292032419653208,439.2643057000241,,17.912051856373377
xgboost,0.022724638186341257,0.35896582320203996,0.01355855409722314,15.940499699965585,,17.095474612024066
ridge,0.025432506140574875,0.17563049029917455,0.002457263393925295,0.5930113999638706,,7.216571118899108
per_zone_mean_bias,0.026703723553439924,-0.0868590260969535,-0.01289753358121355,0.010297700006049126,,2.5788877633131655
trust_the_norm,0.027410612484655907,-0.12860587003690482,-0.014917404592592998,0.0,,0.0
